position,person,personID,start,end,gender,DOB,DOD,image,enwiki
State Minister of Finance for Microfinance,Haruna Kasolo Kyeyune,Q24572841,2021-06-09,,male,,,,Haruna Kasolo Kyeyune
State Minister of Finance for Planning,Amos Lugoloobi,Q111049857,2021-06-09,,male,1961-06-21,,,Amos Lugoloobi
State Minister for Fisheries,Adoa Hellen Abeku,Q57825198,2021-06-09,,female,1977-01-25,,,Hellen Adoa
State Minister of Foreign Affairs for International Affairs,Henry Oryem Okello,Q3784984,2021-06-09,,male,1960-01-21,,Acting Foreign Minister Okello Oryem (cropped).jpg,Henry Oryem Okello
State Minister of Foreign Affairs for Regional Affairs,John Mulimba,Q108436234,2021-06-09,,male,,,,John Mulimba
State Minister for Gender and Culture,Peace Mutuuzo,Q24668795,2021-06-09,,female,1975-05-02,,,Peace Mutuuzo
State Minister of Health for General Duties,Kawoya Bangirana,Q113130514,2021-06-09,,,,,,
State Minister of Health for Primary Care,Mugisha Muhanga Margaret,Q111327988,2021-06-09,,female,,,,Mugisha Muhanga Margaret
State Minister for Higher Education,John Chrysostom Muyingo,Q6226097,2021-06-09,,male,1960-02-22,,,John Chrysestom Muyingo
State Minister for Housing,Persis Princess Namuganza,Q24572733,2021-06-09,,female,1984-10-05,,,Persis Namuganza
State Minister for Information Technology and Communications,Joyce Nabbosa Ssebugwawo,Q56064497,2021-06-09,,female,,,,Joyce Nabbosa Ssebugwawo
State Minister for Kampala Capital City Authority,Kabuye Kyofatogabye,Q113130513,2021-06-09,,,,,,
State Minister for Karamoja,Agnes Nandutu,Q54233287,2021-06-09,,female,,,,Agnes Nandutu
"State Minister for Labour, Employment and Industrial Relations",Charles Engola,Q24851651,2021-06-09,,male,1958-01-10,,,Charles Engola
State Minister for Lands,Sam Mayanja,Q113130517,2021-06-09,,,,,,
State Minister for Local Government,Victoria Rusoke Businge,Q105883547,2021-06-09,,female,1956-01-03,,,Victoria Rusoke Businge
State Minister for Luweero Triangle and Rwenzori Region,Alice Kaboyo,Q111322940,2021-06-09,,female,,,,Alice Kaboyo
State Minister for Minerals,Peter Lokeris,Q7175509,2021-06-09,,male,1947-02-02,,,Peter Lokeris
State Minister for Northern Uganda,Grace Kwiyucwiny,Q24572652,2021-06-09,,female,,,,Grace Kwiyucwiny
State Minister for Primary Education,Joyce Moriku,Q24572655,2021-06-09,,female,1969-04-21,,,Joyce Moriku
State Minister for Public Service,Grace Mary Mugasa,Q111536412,2021-06-09,,female,,,,Grace Mary Mugasa
State Minister for Sports,Denis Obua,Q84702556,2021-06-09,2022-07-21,male,1980-02-06,,,Denis Obua (politician)
State Minister for Sports,Peter Ogwang,Q84558223,2022-07-21,,male,1983-12-15,,,Peter Ogwang
State Minister for Teso Affairs,Clement Kenneth Ongalo Obote,Q113130474,2021-06-09,,male,,,,
State Minister for Tourism,Martin Mugarra,Q113130515,2021-06-09,,,,,,
State Minister for Trade,David Bahati,Q1173623,2021-06-09,,male,1973-08-06,,,David Bahati
State Minister for Transport,Fred Byamukama,Q113130510,2021-06-09,,male,,,,
State Minister for Urban Planning,Kania Obiga,Q24851618,2021-06-09,,male,1953-01-01,,,Kania Obiga
State Minister for Veterans Affairs,Huda Abason Oleru,Q111181361,2021-06-09,,female,1975-12-03,,,Huda Abason Oleru
State Minister for Water Resources,Aisha Sekindi,Q90916518,2021-06-09,,female,1970-12-04,,,Aisha Sekindi
State Minister for Works,Musa Ecweru,Q6939908,2021-06-09,,male,1964-11-25,,,Musa Ecweru
State Minister for the Disabled,Hellen Asamo,Q106337242,2021-06-09,,female,1964,,,Hellen Asamo
State Minister for the Environment,Beatrice Atim Anywar,Q4877118,2021-06-09,,female,1964-01-09,,,Beatrice Atim Anywar
State Minister of Internal Affairs,David Muhoozi,Q16196173,2021-06-09,,male,1965,,David Muhoozi.jpg,David Muhoozi
Speaker of the Parliament,Rebecca Kadaga,Q1026465,2011-05-19,2021-05-24,female,1956-05-24,,"Rebecca Kadaga, December 2017 (5122) (cropped2).jpg",Rebecca Kadaga
Governor of the Bank of Uganda,Charles Kikonyogo,Q11963452,1990-05,2000-05,male,1935-09-13,2001,,
Governor of the Bank of Uganda,Emmanuel Tumusiime-Mutebile,Q5373353,2001,2022-01-23,male,1949-01-27,2022-01-23,,Emmanuel Tumusiime-Mutebile
ambassador to the United States,Edith Sempala,Q25051158,1986,,female,1953-12-28,,,Edith Sempala
ambassador to the United States,Perezi Kamunanwire,Q7167923,2006,2013,male,,,,Perezi Kamunanwire
ambassador to the United States,Mull Katende,Q92735294,2017-01-27,2017-09-09,male,1957-02-26,,,Mull Katende
